Test motor Data
q1,q2,q3,q6,q7
40.3269,39.7845,33.2207,3.49449,-0.119419,
40.2782,39.8709,33.2451,3.48313,-0.122493,
40.2261,39.9562,33.2691,3.47006,-0.125549,
40.1618,40.0552,33.2954,3.45373,-0.12877,
40.0998,40.1487,33.3162,3.4386,-0.131053,
40.036,40.2411,33.3373,3.42437,-0.132397,
39.9677,40.3416,33.3604,3.40928,-0.132397,
39.8965,40.4482,33.3876,3.39483,-0.130574,
39.8186,40.5638,33.412,3.38308,-0.126874,
39.7425,40.676,33.4357,3.37426,-0.121959,
39.6716,40.7781,33.4592,3.36782,-0.116602,
39.5931,40.8868,33.4832,3.36298,-0.110269,
39.5075,41.0003,33.504,3.35954,-0.10379,
39.4039,41.1245,33.527,3.35617,-0.09661,
39.2996,41.2387,33.5448,3.35298,-0.0911426,
39.1805,41.3559,33.5588,3.34873,-0.0863379,
39.051,41.4706,33.5697,3.34315,-0.0827481,
38.9051,41.5878,33.5754,3.33553,-0.0799868,
38.7594,41.6965,33.5715,3.32623,-0.0782011,
38.5963,41.8103,33.5705,3.31609,-0.0770413,
38.4379,41.9216,33.5637,3.30547,-0.0764523,
38.2801,42.0335,33.5554,3.29503,-0.0764523,
38.1283,42.1425,33.5493,3.28544,-0.0764523,
37.9804,42.2539,33.5463,3.27736,-0.0773175,
37.827,42.3784,33.5449,3.27068,-0.0783484,
37.6729,42.5105,33.5469,3.26543,-0.0794713,
37.5389,42.6333,33.5525,3.2627,-0.0804654,
37.3986,42.7706,33.5633,3.26177,-0.0812938,
37.25,42.927,33.5815,3.26337,-0.0818645,
37.1161,43.0794,33.6047,3.26795,-0.0823247,
36.9903,43.2339,33.6306,3.27425,-0.0814411,
36.867,43.3958,33.6616,3.28261,-0.0798211,
36.7543,43.5528,33.6956,3.29181,-0.0777041,
36.6513,43.706,33.7272,3.30129,-0.0752189,
36.5499,43.8654,33.7637,3.31097,-0.0725127,
36.4454,44.0387,33.8048,3.32161,-0.0692912,
36.3473,44.2116,33.8503,3.33117,-0.0664746,
36.2593,44.372,33.8875,3.33853,-0.063971,
36.1637,44.5516,33.9325,3.34536,-0.0613385,
36.0535,44.7729,33.9932,3.35081,-0.058522,
35.9673,44.9529,34.0372,3.3528,-0.0566627,
35.8843,45.134,34.0852,3.35306,-0.0552452,
35.8061,45.3123,34.1367,3.35079,-0.0546561,
35.7294,45.4963,34.1835,3.34694,-0.0546561,
35.6577,45.6778,34.234,3.34225,-0.0555213,
35.5923,45.8525,34.2874,3.33697,-0.0576199,
35.5259,46.0389,34.3368,3.33143,-0.0600867,
35.4677,46.2197,34.3904,3.32601,-0.0629033,
35.4098,46.4119,34.4571,3.32056,-0.0658119,
35.3536,46.6214,34.5177,3.31607,-0.0682419,
35.3036,46.8212,34.5755,3.31335,-0.0695673,
35.2644,47.0053,34.6353,3.31184,-0.0699539,
35.227,47.2105,34.7038,3.31125,-0.0699539,
35.1997,47.3927,34.7769,3.31248,-0.0679289,
35.1766,47.5709,34.834,3.31458,-0.0653701,
35.1585,47.7561,34.8951,3.31769,-0.0618724,
35.1441,47.9455,34.9643,3.32139,-0.0577488,
35.1348,48.1293,35.0386,3.32555,-0.0533675,
35.1293,48.3249,35.1131,3.32962,-0.0488941,
35.1279,48.5237,35.1959,3.33391,-0.0439421,
35.1307,48.7297,35.2651,3.33699,-0.0396528,
35.1379,48.9209,35.3417,3.33921,-0.0359526,
35.1471,49.0987,35.4137,3.34069,-0.0320684,
35.1586,49.284,35.4896,3.34127,-0.0282025,
35.1709,49.4518,35.5589,3.34127,-0.0245023,
35.1845,49.6319,35.6395,3.34127,-0.0204339,
35.1992,49.8283,35.7147,3.33936,-0.0161631,
35.2113,50.009,35.7891,3.33752,-0.0125733,
35.2221,50.1897,35.8632,3.33553,-0.00966471,
35.2314,50.3998,35.9545,3.33306,-0.00740039,
35.2361,50.6023,36.03,3.33113,-0.00653517,
35.2374,50.7753,36.099,3.32984,-0.00721633,
35.2332,50.9582,36.1705,3.32905,-0.00920451,
35.2252,51.1449,36.2427,3.32892,-0.0122051,
35.2139,51.3232,36.3163,3.32892,-0.0155003,
35.1988,51.5091,36.3812,3.33052,-0.0189796,
35.1795,51.6917,36.4544,3.33255,-0.0224037,
35.1563,51.8852,36.5258,3.33516,-0.0253307,
35.1305,52.0698,36.5882,3.33803,-0.0275766,
35.1014,52.2602,36.6673,3.34159,-0.0291598,
35.0624,52.4716,36.733,3.34518,-0.0298961,
35.0268,52.6446,36.7986,3.34855,-0.0304668,
34.9835,52.8323,36.8595,3.35169,-0.0304852,
34.9395,52.9999,36.9209,3.35444,-0.0304852,
34.8934,53.1641,36.9725,3.35694,-0.0304852,
34.8388,53.3334,37.0283,3.35939,-0.0304852,
34.78,53.5029,37.0839,3.36187,-0.0304852,
34.7138,53.6705,37.1401,3.36447,-0.0304852,
34.6397,53.8458,37.1913,3.36721,-0.0304852,
34.555,54.024,37.2475,3.37064,-0.0304852,
34.4665,54.1996,37.2998,3.37434,-0.0296016,
34.3665,54.3748,37.3456,3.3785,-0.0290125,
34.266,54.5407,37.392,3.38323,-0.0287364,
34.1666,54.6936,37.4342,3.38818,-0.0287364,
34.0591,54.8485,37.4764,3.3937,-0.0287364,
33.9379,55.0129,37.5232,3.40029,-0.0287364,
33.8165,55.166,37.5614,3.4064,-0.0302275,
33.6901,55.3177,37.6009,3.41255,-0.0317002,
33.5594,55.4676,37.6396,3.41887,-0.0333018,
33.4156,55.6252,37.6783,3.42509,-0.035382,
33.2653,55.7844,37.7177,3.43128,-0.0379224,
33.0932,55.9626,37.7553,3.43661,-0.0404076,
32.956,56.1035,37.7869,3.44076,-0.0428192,
32.8124,56.2512,37.8178,3.44453,-0.0454332,
32.6825,56.386,37.8472,3.44775,-0.0479553,
32.5505,56.5249,37.8769,3.45101,-0.0507718,
32.414,56.6715,37.9081,3.4548,-0.0537357,
32.2798,56.8203,37.9418,3.45889,-0.0567179,
32.1514,56.9674,37.9752,3.4636,-0.0596081,
32.0232,57.1205,38.0107,3.46912,-0.0623695,
31.8986,57.2754,38.0484,3.47553,-0.0648178,
31.7753,57.4392,38.0913,3.48306,-0.0666219,
31.6458,57.6169,38.13,3.4911,-0.0676712,
31.5346,57.7811,38.1719,3.49926,-0.0681866,
31.4303,57.9403,38.2145,3.50736,-0.0681866,
31.3323,58.0978,38.2558,3.51524,-0.0668796,
31.2286,58.2709,38.2995,3.52338,-0.0653333,
31.1329,58.4379,38.3456,3.53092,-0.0633083,
31.0382,58.6046,38.3914,3.53759,-0.0610992,
30.9362,58.7942,38.4491,3.54462,-0.0579513,
30.8401,58.9709,38.4962,3.54987,-0.0545456,
30.7463,59.1518,38.5523,3.55504,-0.0494832,
30.6593,59.3258,38.6017,3.55914,-0.0434267,
30.5754,59.5016,38.6561,3.5631,-0.0354924,
30.497,59.6724,38.7094,3.56636,-0.0266562,
30.4239,59.8405,38.7628,3.56886,-0.0168442,
30.3585,59.9995,38.8144,3.57047,-0.00668246,
30.2977,60.1567,38.8661,3.57137,0.00220907,
30.2402,60.3154,38.9192,3.57161,0.0101249,
30.1883,60.4665,38.9705,3.57074,0.016973,
30.1396,60.623,39.0321,3.56903,0.0223484,
30.0922,60.7819,39.0884,3.56638,0.0258461,
30.0455,60.9517,39.1503,3.56295,0.0273004,
30.001,61.1251,39.2085,3.55876,0.0269507,
29.9676,61.2615,39.2607,3.55497,0.0254043,
29.9366,61.3872,39.309,3.55134,0.0229007,
29.9073,61.5095,39.3566,3.5478,0.0199921,
29.8803,61.628,39.4036,3.54438,0.0168993,
29.8546,61.7457,39.4509,3.54138,0.0143221,
29.8322,61.8526,39.4943,3.53886,0.0124444,
29.8102,61.9679,39.542,3.53672,0.0113398,
29.7887,62.0839,39.5959,3.53514,0.0107508,
29.7725,62.1881,39.6343,3.53451,0.0128126,
29.7587,62.2897,39.678,3.53416,0.0156475,
29.7485,62.3896,39.7222,3.53392,0.0196423,
29.7419,62.4862,39.766,3.53545,0.0246679,
29.7401,62.5709,39.8085,3.53667,0.0296384,
29.7421,62.6586,39.8508,3.53805,0.035253,
29.7505,62.7412,39.8898,3.53923,0.0403339,
29.7628,62.8148,39.9289,3.54015,0.0448809,
29.783,62.898,39.9782,3.54039,0.0495015,
29.8101,62.9736,40.0203,3.54039,0.0525206,
29.8407,63.0402,40.0655,3.53819,0.0542142,
29.8767,63.1023,40.1044,3.53521,0.0549138,
29.9162,63.1596,40.1453,3.53116,0.0549138,
29.9629,63.211,40.186,3.52625,0.0540485,
30.0088,63.2557,40.2232,3.52113,0.0524654,
30.0621,63.3011,40.2631,3.51515,0.0509375,
30.1159,63.3427,40.3045,3.50903,0.0492622,
30.1758,63.3862,40.3456,3.50255,0.0475134,
30.2414,63.4324,40.3866,3.49589,0.0458198,
30.3047,63.4797,40.4335,3.48985,0.0443286,
30.3649,63.5241,40.4714,3.48501,0.0431505,
30.4277,63.5707,40.5181,3.48056,0.04223,
30.4823,63.6184,40.5556,3.4773,0.0416594,
30.5363,63.6639,40.5989,3.47478,0.0413832,
30.593,63.7175,40.6402,3.47284,0.0413832,
30.6394,63.764,40.6814,3.47155,0.0413832,
30.6875,63.8169,40.7197,3.47076,0.0422668,
30.7391,63.8736,40.7646,3.47017,0.0434451,
30.7845,63.9276,40.8093,3.46971,0.0446416,
30.8408,63.9917,40.8569,3.46958,0.0459118,
30.8869,64.0473,40.9031,3.46927,0.0471084,
30.928,64.096,40.9388,3.46912,0.0481577,
30.966,64.1438,40.9761,3.46894,0.0491518,
31.0025,64.1908,41.0128,3.46872,0.0501459,
31.0351,64.2335,41.0488,3.4685,0.0512688,
31.066,64.275,41.079,3.46828,0.0525758,
31.0912,64.3097,41.1066,3.46807,0.0538829,
31.1141,64.3421,41.1348,3.46795,0.0555212,
31.1383,64.378,41.1694,3.46795,0.0580249,
31.1625,64.4129,41.193,3.46925,0.0611544,
31.1804,64.4382,41.2191,3.4708,0.0645048,
31.1948,64.4577,41.2364,3.47299,0.0684075,
31.2052,64.4728,41.2521,3.47546,0.0724943,
31.211,64.4833,41.2629,3.47829,0.0768756,
31.2127,64.4922,41.2707,3.4812,0.0813122,
31.2108,64.5,41.2761,3.48402,0.0857487,
31.204,64.5108,41.2802,3.48674,0.0904246,
31.1928,64.5247,41.2842,3.4891,0.0950452,
31.1748,64.546,41.2897,3.49112,0.10031,
31.152,64.574,41.2968,3.49241,0.10563,
31.1223,64.6125,41.3067,3.49267,0.111834,
31.0905,64.6561,41.32,3.49267,0.118075,
31.0531,64.7077,41.3343,3.49099,0.124757,
31.0072,64.7721,41.3534,3.48832,0.132618,
30.9619,64.8349,41.372,3.48531,0.140129,
30.9123,64.9026,41.3918,3.48172,0.148081,
30.8588,64.9737,41.412,3.47805,0.155776,
30.8057,65.0418,41.4304,3.4745,0.162993,
30.7462,65.1161,41.4499,3.47093,0.170448,
30.6835,65.192,41.4691,3.46776,0.177628,
30.6231,65.2634,41.4865,3.46541,0.184163,
30.568,65.3279,41.5022,3.46382,0.189575,
30.512,65.3935,41.5177,3.46274,0.195337,
30.4523,65.4636,41.5342,3.46206,0.201007,
30.4,65.5259,41.5501,3.46206,0.206493,
30.3381,65.6006,41.5682,3.46167,0.212954,
30.2791,65.6732,41.5869,3.46147,0.219508,
30.2166,65.752,41.6081,3.46126,0.226651,
30.159,65.8278,41.6298,3.4601,0.233977,
30.0947,65.9152,41.655,3.45861,0.243053,
30.0297,66.0093,41.6848,3.45651,0.251705,
29.9751,66.0942,41.7106,3.45427,0.259897,
29.9213,66.1805,41.7379,3.45165,0.268144,
29.8657,66.2746,41.7719,3.44843,0.276668,
29.8104,66.3712,41.8024,3.44506,0.284215,
29.7561,66.4671,41.8346,3.44149,0.290861,
29.6934,66.5772,41.8702,3.43737,0.29701,
29.6373,66.6745,41.9039,3.43352,0.301483,
29.5746,66.7803,41.9411,3.42954,0.305109,
29.5021,66.8932,41.9781,3.42564,0.307576,
29.4395,66.9889,42.0117,3.4226,0.308957,
29.3765,67.0823,42.0413,3.4201,0.309988,
29.315,67.1711,42.0702,3.41804,0.310669,
29.2553,67.2556,42.0974,3.41651,0.311295,
29.1996,67.3338,42.1245,3.41548,0.311976,
29.1349,67.4242,42.1507,3.41473,0.31308,
29.0819,67.4996,42.1752,3.41434,0.314498,
29.0292,67.5732,42.1976,3.41434,0.316505,
28.9785,67.6458,42.2215,3.41434,0.319211,
28.9288,67.7186,42.2451,3.41434,0.322985,
28.8804,67.7886,42.2662,3.41522,0.327439,
28.8382,67.8509,42.2859,3.41522,0.332833,
28.8016,67.907,42.3045,3.41522,0.339295,
28.767,67.963,42.3241,3.41522,0.346658,
28.737,68.0141,42.3424,3.41522,0.35428,
28.7078,68.0689,42.3648,3.41522,0.36319,
28.6825,68.1233,42.3876,3.41522,0.372247,
28.6625,68.1716,42.4079,3.41522,0.379978,
28.6472,68.2135,42.4274,3.41611,0.387066,
28.6342,68.2556,42.4491,3.41797,0.394209,
28.6246,68.2919,42.4666,3.42036,0.399253,
28.6178,68.3223,42.4828,3.42314,0.403229,
28.6129,68.3482,42.4969,3.42636,0.406174,
28.6091,68.3714,42.5099,3.43006,0.40831,
28.6061,68.3901,42.5208,3.43382,0.409488,
28.6036,68.406,42.5292,3.43753,0.410132,
28.6013,68.42,42.5369,3.44164,0.410574,
28.5987,68.4313,42.5429,3.44563,0.410905,
28.5956,68.4408,42.5478,3.44974,0.411679,
28.5911,68.4499,42.5514,3.45432,0.413336,
28.5845,68.4578,42.5525,3.45909,0.415986,
28.5764,68.4612,42.5514,3.46358,0.419466,
28.5677,68.4615,42.548,3.4676,0.423424,
28.5596,68.4589,42.5426,3.47098,0.427124,
28.5521,68.4533,42.5351,3.47391,0.430861,
28.5458,68.4431,42.5257,3.47684,0.435334,
28.5414,68.4283,42.5135,3.47947,0.439863,
28.5398,68.4109,42.5022,3.4817,0.44452,
28.5415,68.3913,42.4905,3.48365,0.44927,
28.5471,68.3677,42.4786,3.48545,0.454553,
28.5573,68.3404,42.4651,3.48722,0.46072,
28.5744,68.3065,42.4514,3.48882,0.467126,
28.5928,68.2778,42.442,3.48991,0.472354,
28.6144,68.2486,42.433,3.4909,0.477619,
28.6379,68.2202,42.4257,3.49184,0.482295,
28.6634,68.1913,42.419,3.49282,0.486308,
28.6903,68.1618,42.4122,3.49401,0.48999,
28.7169,68.1319,42.4054,3.49549,0.493304,
28.7414,68.1024,42.3971,3.49742,0.496489,
28.7644,68.0721,42.3888,3.49954,0.499526,
28.7849,68.0411,42.3791,3.50206,0.50295,
28.8053,68.005,42.364,3.50576,0.508105,
28.8238,67.9687,42.3504,3.50924,0.513351,
28.8394,67.9343,42.3366,3.5129,0.519408,
28.8539,67.9019,42.322,3.51669,0.526348,
28.8686,67.8716,42.3096,3.5203,0.533564,
28.8844,67.8441,42.2996,3.52373,0.541369,
28.9038,67.8192,42.2926,3.52698,0.548917,
28.9281,67.7967,42.2897,3.52978,0.555857,
28.9561,67.7805,42.2912,3.53205,0.562172,
28.984,67.77,42.2975,3.53367,0.567105,
29.0232,67.7616,42.3107,3.53521,0.571579,
29.0615,67.7576,42.323,3.53619,0.574487,
29.0995,67.757,42.342,3.53694,0.576899,
29.1443,67.756,42.3615,3.53757,0.578868,
29.1834,67.756,42.3777,3.53803,0.580175,
29.2206,67.7561,42.393,3.5384,0.581354,
29.2579,67.7525,42.408,3.53862,0.582605,
29.2943,67.7469,42.4213,3.53895,0.584281,
29.3277,67.7393,42.4319,3.53923,0.586398,
29.3597,67.7279,42.4397,3.5395,0.589012,
29.3942,67.7146,42.4475,3.54013,0.592841,
29.4344,67.6969,42.4539,3.54123,0.597185,
29.472,67.6811,42.4612,3.5425,0.601291,
29.5123,67.6666,42.4681,3.54399,0.604991,
29.5547,67.6554,42.477,3.54574,0.608433,
29.6055,67.6478,42.49,3.54773,0.611379,
29.6644,67.6431,42.5018,3.5497,0.612907,
29.7369,67.6409,42.5172,3.5513,0.613367,
29.8165,67.6469,42.5372,3.55217,0.610808,
29.9125,67.6578,42.5572,3.5513,0.605838,
30.0096,67.6624,42.5803,3.54839,0.598161,
30.1329,67.6805,42.619,3.54258,0.585643,
30.2604,67.6801,42.6499,3.53564,0.571836,
30.381,67.6756,42.6834,3.52811,0.556244,
30.4945,67.6681,42.7154,3.52012,0.538995,
30.6202,67.6529,42.7501,3.51065,0.516481,
30.7546,67.6289,42.7857,3.50081,0.49404,
30.8873,67.5975,42.8186,3.49103,0.46928,
31.0142,67.5606,42.8505,3.48172,0.444023,
31.1619,67.5095,42.8805,3.47247,0.416078,
31.2926,67.4574,42.9036,3.46513,0.392478,
31.4148,67.403,42.9242,3.45913,0.370111,
31.5485,67.3372,42.9392,3.45381,0.346051,
31.6891,67.261,42.953,3.44983,0.325856,
31.8108,67.1892,42.9627,3.44731,0.308276,
31.9201,67.1197,42.9652,3.44591,0.295316,
32.0254,67.0482,42.9678,3.44497,0.283958,
32.1317,66.9711,42.9658,3.44466,0.275029,
32.2387,66.8878,42.9612,3.44438,0.269175,
32.3488,66.7957,42.9519,3.44438,0.266414,
32.449,66.705,42.9393,3.44438,0.267297,
32.5507,66.6057,42.9202,3.44435,0.272378,
32.6459,66.5029,42.899,3.4425,0.280202,
32.7511,66.3795,42.8678,3.43919,0.291082,
32.8458,66.2568,42.8375,3.43428,0.302127,
32.9357,66.1306,42.8029,3.42767,0.311902,
33.0163,66.0089,42.7688,3.41936,0.320444,
33.1006,65.8687,42.7234,3.40751,0.328434,
33.1744,65.7325,42.6841,3.39409,0.333422,
33.244,65.5877,42.6409,3.37806,0.335926,
33.3026,65.4456,42.594,3.36049,0.335631,
33.349,65.3143,42.546,3.3417,0.332152,
33.3952,65.1648,42.4959,3.32252,0.325819,
33.4293,65.0354,42.4481,3.30482,0.318106,
33.4583,64.9137,42.4018,3.28951,0.310651,
33.4853,64.793,42.3552,3.27611,0.303029,
33.5089,64.6748,42.3083,3.26421,0.295942,
33.5294,64.5643,42.2609,3.25455,0.289351,
33.5494,64.4283,42.2078,3.24494,0.282246,
33.5631,64.3078,42.1537,3.23765,0.276428,
33.569,64.1832,42.0953,3.23082,0.271053,
33.5639,64.0678,42.0486,3.22467,0.266653,
33.5409,63.9415,41.9806,3.21613,0.261535,
33.504,63.8438,41.9248,3.20759,0.257007,
33.4554,63.7557,41.8743,3.19792,0.252847,
33.3941,63.6822,41.8176,3.18749,0.249091,
33.3166,63.6108,41.7614,3.175,0.245501,
33.2263,63.5443,41.7037,3.1609,0.242225,
33.0984,63.4772,41.629,3.1415,0.238432,
32.9651,63.4281,41.5708,3.12409,0.235027,
32.8197,63.3783,41.5102,3.1043,0.23048,
32.6715,63.3357,41.447,3.08497,0.225288,
32.479,63.3033,41.3677,3.0626,0.218201,
32.2889,63.2688,41.2956,3.04112,0.210893,
32.1138,63.2358,41.2359,3.02214,0.203824,
31.9185,63.2122,41.1609,3.00325,0.196276,
31.7109,63.1844,41.0944,2.98455,0.189391,
31.5144,63.1491,41.0231,2.96697,0.182635,
31.2929,63.1328,40.9365,2.94937,0.176597,
31.084,63.1031,40.878,2.93388,0.172123,
30.8392,63.0808,40.7975,2.91754,0.168847,
30.6131,63.0558,40.7148,2.90206,0.167448,
30.365,63.0167,40.6292,2.88595,0.167448,
30.0998,62.9996,40.5535,2.87139,0.170006,
29.8735,62.975,40.4796,2.8583,0.173081,
29.6272,62.9482,40.3993,2.84436,0.177112,
29.3896,62.9226,40.3137,2.83048,0.181567,
29.1503,62.8907,40.2421,2.81765,0.185764,
28.9043,62.8648,40.1621,2.80388,0.190072,
28.6352,62.8431,40.0764,2.7898,0.193864,
28.4006,62.8129,39.9983,2.77665,0.196515,
28.1549,62.7946,39.9204,2.76355,0.198062,
27.8985,62.7691,39.8289,2.74902,0.198651,
27.6312,62.7426,39.742,2.73507,0.197325,
27.3984,62.7193,39.6744,2.72319,0.194674,
27.1545,62.6885,39.5932,2.71051,0.190495,
26.9163,62.6702,39.5175,2.69906,0.185617,
26.6779,62.6387,39.438,2.68752,0.179561,
26.4051,62.6148,39.3507,2.67553,0.172418,
26.1659,62.5866,39.2721,2.66526,0.165073,
25.9207,62.5556,39.1826,2.65576,0.15701,
25.6465,62.5175,39.0991,2.64621,0.148081,
25.3893,62.4777,38.9945,2.63807,0.139337,
25.1096,62.4289,38.9148,2.63144,0.131329,
24.8535,62.3716,38.813,2.62614,0.124573,
24.5988,62.3222,38.7313,2.62263,0.119989,
24.357,62.2557,38.639,2.62044,0.116823,
24.1063,62.1945,38.545,2.61966,0.115608,
23.8638,62.1219,38.44,2.61966,0.115608,
23.6026,62.0293,38.3414,2.62239,0.118167,
23.3397,61.9433,38.2342,2.62631,0.122106,
23.086,61.8324,38.1118,2.6317,0.12715,
22.8153,61.738,37.9982,2.6382,0.132415,
22.5539,61.6274,37.8818,2.64527,0.13757,
22.3063,61.5185,37.7794,2.65302,0.142835,
22.0616,61.4077,37.6673,2.66151,0.148045,
21.8243,61.2834,37.553,2.67032,0.153401,
21.5697,61.1774,37.4388,2.6796,0.158961,
21.3464,61.07,37.3243,2.68892,0.164723,
21.12,60.952,37.2244,2.6988,0.170816,
20.862,60.8306,37.0941,2.71035,0.178622,
20.6298,60.7054,36.9803,2.72143,0.186482,
20.3853,60.5858,36.8642,2.73301,0.194012,
20.1611,60.4605,36.7527,2.74407,0.199958,
19.9338,60.3387,36.6505,2.75545,0.2041,
19.7261,60.2329,36.5504,2.76537,0.205996,
19.5192,60.1192,36.4384,2.77584,0.206309,
19.304,59.9924,36.3289,2.78656,0.20421,
19.0985,59.8768,36.2262,2.79635,0.20051,
18.8662,59.7519,36.1118,2.80681,0.194545,
18.6391,59.6215,35.9972,2.81699,0.187311,
18.4125,59.49,35.8824,2.8264,0.179708,
18.2046,59.3611,35.7837,2.8344,0.172676,
18.0018,59.2483,35.6729,2.84195,0.165901,
17.8132,59.1357,35.5854,2.84849,0.16025,
17.612,59.0142,35.4815,2.85537,0.154856,
17.4296,58.9026,35.3866,2.86145,0.150659,
17.2394,58.7846,35.287,2.86772,0.147124,
17.0372,58.6572,35.1804,2.8745,0.14405,
16.8451,58.5343,35.0784,2.88089,0.141601,
16.6631,58.4161,34.9811,2.88691,0.139595,
16.478,58.2943,34.872,2.8935,0.137588,
16.2729,58.1501,34.7681,2.90099,0.1356,
16.0819,58.028,34.6664,2.90776,0.133851,
15.9005,57.904,34.5671,2.91474,0.131918,
15.7243,57.7825,34.4514,2.92229,0.129949,
15.5365,57.6519,34.3664,2.92961,0.12796,
15.3495,57.5211,34.2534,2.93803,0.126083,
15.1594,57.38,34.1545,2.9469,0.124776,
14.9702,57.253,34.0417,2.95627,0.124444,
14.7859,57.1147,33.9361,2.96619,0.125328,
14.6021,56.9837,33.8422,2.97637,0.127555,
14.3943,56.8423,33.7185,2.98825,0.132139,
14.2074,56.7019,33.6204,2.99966,0.138269,
14.0167,56.5519,33.5087,3.01231,0.146498,
13.8385,56.4458,33.4062,3.02352,0.154709,
13.6645,56.322,33.3086,3.03532,0.164355,
13.4906,56.1986,33.2203,3.04712,0.174498,
13.3168,56.0755,33.1231,3.05945,0.18512,
13.1389,55.95,33.0236,3.0726,0.196239,
12.9568,55.8151,32.9107,3.08618,0.206272,
12.7786,55.6834,32.8093,3.09958,0.214961,
12.5599,55.5307,32.6969,3.11543,0.223411,
12.3614,55.4061,32.5912,3.12987,0.228639,
12.1956,55.2904,32.4901,3.1422,0.232008,
12.0421,55.1765,32.4118,3.15424,0.234364,
11.8766,55.0678,32.3222,3.16576,0.235966,
11.7234,54.961,32.2372,3.17732,0.237236,
11.5581,54.8458,32.1455,3.18995,0.238598,
11.3929,54.724,32.0518,3.20337,0.240494,
11.2075,54.6021,31.9424,3.21773,0.243476,
11.0303,54.4793,31.8534,3.23172,0.247361,
10.8491,54.3472,31.7511,3.24706,0.252478,
10.6678,54.2156,31.6489,3.26272,0.258111,
10.4946,54.1104,31.558,3.27734,0.263284,
10.3175,53.9892,31.4606,3.29256,0.2682,
10.1363,53.8656,31.3612,3.3088,0.27271,
9.96718,53.7507,31.2686,3.32419,0.276318,
9.79004,53.6307,31.1718,3.34057,0.2793,
9.61696,53.5138,31.0773,3.35679,0.281896,
9.43581,53.392,30.9786,3.37441,0.284418,
9.26672,53.2787,30.8867,3.39068,0.286829,
9.08941,53.1539,30.7885,3.40793,0.289646,
8.89167,53.0297,30.6839,3.42697,0.29296,
8.71366,52.9061,30.5771,3.44545,0.296328,
8.52743,52.7846,30.4772,3.46408,0.299568,
8.34258,52.6698,30.3882,3.4821,0.302459,
8.16924,52.5464,30.2898,3.50066,0.305017,
8.00181,52.4347,30.1949,3.51852,0.306932,
7.83948,52.3113,30.0943,3.53737,0.308221,
7.69514,52.184,29.9943,3.55587,0.30881,
7.56339,52.065,29.8969,3.57406,0.30881,
7.44076,51.9292,29.7905,3.5932,0.307944,
7.32868,51.7726,29.6719,3.61371,0.305662,
7.24044,51.6262,29.5603,3.63353,0.302495,
7.17906,51.4886,29.4443,3.65178,0.298906,
7.12741,51.3313,29.3385,3.67061,0.294764,
7.08967,51.1608,29.2252,3.69051,0.290143,
7.06592,50.9813,29.1,3.71148,0.285301,
7.05451,50.8097,28.9814,3.73084,0.281049,
7.05064,50.628,28.8564,3.75166,0.276797,
7.05219,50.4453,28.7307,3.77304,0.273078,
7.05676,50.2623,28.6047,3.79351,0.270519,
7.05962,50.1593,28.5335,3.80579,0.269322,
7.06205,50.0568,28.4622,3.81761,0.268439,
7.06407,49.8612,28.3256,3.8403,0.268181,
7.06009,49.6851,28.2003,3.86112,0.269065,
7.0557,49.5711,28.1188,3.87423,0.270721,
7.04757,49.4048,27.9995,3.89413,0.274201,
7.04185,49.311,27.9251,3.90589,0.276797,
7.03345,49.1601,27.8234,3.92353,0.281693,
7.02485,49.0014,27.7028,3.94345,0.287216,
7.01974,48.9031,27.6389,3.95435,0.290732,
7.01325,48.7549,27.5261,3.97253,0.296954,
7.00776,48.5947,27.4184,3.99118,0.303986,
7.00368,48.4302,27.3009,4.01119,0.31124,
7.00113,48.2537,27.1748,4.03255,0.319082,
6.99981,48.0662,27.04,4.05381,0.325746,
6.99962,47.903,26.915,4.07487,0.3316,
7.00075,47.7452,26.793,4.09479,0.335319,
7.00253,47.5937,26.6804,4.11454,0.337454,
7.00438,47.4452,26.5743,4.13606,0.338264,
7.00633,47.2957,26.4592,4.15708,0.336644,
7.00802,47.1489,26.3442,4.18011,0.332355,
7.00961,46.9949,26.2211,4.20405,0.325451,
7.01069,46.8547,26.1121,4.22719,0.31621,
7.01137,46.7086,25.9889,4.25148,0.304226,
7.0116,46.5639,25.8572,4.27728,0.290014,
7.0116,46.4151,25.7292,4.30334,0.274569,
7.0105,46.2849,25.6013,4.32586,0.261609,
7.00949,46.1633,25.4882,4.34566,0.24957,
7.00818,46.0469,25.363,4.36503,0.239242,
7.00703,45.9477,25.2572,4.37972,0.231658,
7.006,45.8634,25.1478,4.39189,0.226117,
7.00506,45.7904,25.0399,4.40225,0.222453,
7.00422,45.7219,24.9293,4.41017,0.221054,
7.00368,45.6684,24.8235,4.41525,0.221938,
7.00338,45.6273,24.7203,4.41753,0.22643,
7.00338,45.5899,24.6008,4.4168,0.235874,
7.00338,45.5632,24.4996,4.41312,0.246919,
7.00338,45.5399,24.398,4.4068,0.262622,
7.00338,45.5216,24.3155,4.40023,0.278398,
7.00338,45.5042,24.2314,4.39298,0.295187,
7.0045,45.4861,24.16,4.38664,0.311092,
7.0045,45.4752,24.1182,4.38305,0.319873,
7.00511,45.4533,24.0412,4.37735,0.335908,
7.00551,45.4297,23.9676,4.3733,0.35034,
7.0056,45.4026,23.8881,4.37042,0.3633,
7.0056,45.3728,23.801,4.36925,0.374014,
